group,old_url,new_url,note
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0036/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-glubokoe-blyudo-liniya/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0037/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-liniya/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-tarelka-glubina/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-glina/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0038/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-glina/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-glubina-704636890/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-glina/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0039/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-glina/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0040/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0041/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-glubokoe-blyudo-forma/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0042/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0043/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma-2/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi-338124405/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma-3/,
c-cyrillic-staging,/catalog/кухня-и-столовая/посуда/MU0044/,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma-3/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-80520441/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom/,
c-cyrillic-staging,/catalog/кухня-и-столовая/сервировка/MU0045/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-1454312601/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-2/,
c-cyrillic-staging,/catalog/кухня-и-столовая/сервировка/MU0046/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-2/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/servirovka/keramicheskaya-chashka-mudzhi/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-3/,
c-cyrillic-staging,/catalog/кухня-и-столовая/сервировка/MU0047/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-3/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/servirovka/keramicheskiy-salatnik-mudzhi/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki/,
c-cyrillic-staging,/catalog/кухня-и-столовая/сервировка/MU0048/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/servirovka/keramicheskiy-salatnik-mudzhi-659747532/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-4/,
c-cyrillic-staging,/catalog/кухня-и-столовая/сервировка/MU0049/,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-4/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskiy-salatnik-volna/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom/,
c-cyrillic-staging,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0050/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskaya-chashka-volna/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-2/,
c-cyrillic-staging,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0051/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-2/,
