sku,crm_name,crm_category,crm_subcategory,current_url,muru_url,muru_slug,muru_slug_clean,bitrix_title,translit_name_slug,clean_matches_name,clean_matches_bitrix_title,base_slug,collision_index,final_slug,source,top_final_slug,leaf_final_slug,final_url
MU0247,"Набор конических свечей ""Taper Set 6"", 420 мм",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0247/,https://muru.ru/catalog/naturalnyy-dekor/svechi/nabor-konicheskikh-svechey-taper-set-6-420-mm-507132842/,nabor-konicheskikh-svechey-taper-set-6-420-mm-507132842,no,"Набор конических свечей ""Taper Set 6"", 420 мм",nabor-konicheskikh-svechey-taper-set-6-420-mm,,,nabor-konicheskikh-svechey-taper-set-6-420-mm,8,nabor-konicheskikh-svechey-taper-set-6-420-mm-8,autotranslit (muru.ru slug has Bitrix suffix),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-konicheskikh-svechey-taper-set-6-420-mm-8/
MU0248,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0248/,https://muru.ru/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht/,nabor-stolovykh-svechey-6-sht,yes,"Набор столовых свечей, 6 шт",nabor-stolovykh-svechey-6-sht,yes,yes,nabor-stolovykh-svechey-6-sht,,nabor-stolovykh-svechey-6-sht,muru.ru clean slug,naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht/
MU0249,Блюдо керамическое,Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0249/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/blyudo-keramicheskoe/,blyudo-keramicheskoe,yes,Блюдо керамическое,blyudo-keramicheskoe,yes,yes,blyudo-keramicheskoe,,blyudo-keramicheskoe,muru.ru clean slug,kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/blyudo-keramicheskoe/
MU0250,Кольцо для салфеток,Кухня и столовая,Сервировка,/catalog/кухня-и-столовая/сервировка/MU0250/,https://muru.ru/catalog/kukhnya-i-stolovaya/servirovka/koltso-dlya-salfetok/,koltso-dlya-salfetok,yes,Кольцо для салфеток,koltso-dlya-salfetok,yes,yes,koltso-dlya-salfetok,,koltso-dlya-salfetok,muru.ru clean slug,kukhnya-i-stolovaya,servirovka,/catalog/kukhnya-i-stolovaya/servirovka/koltso-dlya-salfetok/
MU0251,Чехол на бутыль 19 л папье-маше,Кухня и столовая,Кухонные аксессуары,/catalog/кухня-и-столовая/кухонные-аксессуары/MU0251/,https://muru.ru/catalog/kukhnya-i-stolovaya/kukhonnye-aksessuary/chekhol-na-butyl-19-l-pape-mashe/,chekhol-na-butyl-19-l-pape-mashe,yes,Чехол на бутыль 19 л папье-маше,chekhol-na-butyl-19-l-pape-mashe,yes,yes,chekhol-na-butyl-19-l-pape-mashe,,chekhol-na-butyl-19-l-pape-mashe,muru.ru clean slug,kukhnya-i-stolovaya,kukhonnye-aksessuary,/catalog/kukhnya-i-stolovaya/kukhonnye-aksessuary/chekhol-na-butyl-19-l-pape-mashe/
MU0252,Чехол на бутыль 19 л папье-маше,Кухня и столовая,Кухонные аксессуары,/catalog/кухня-и-столовая/кухонные-аксессуары/MU0252/,https://muru.ru/catalog/kukhnya-i-stolovaya/kukhonnye-aksessuary/chekhol-na-butyl-19-l-pape-mashe-860605713/,chekhol-na-butyl-19-l-pape-mashe-860605713,no,Чехол на бутыль 19 л папье-маше,chekhol-na-butyl-19-l-pape-mashe,,,chekhol-na-butyl-19-l-pape-mashe,2,chekhol-na-butyl-19-l-pape-mashe-2,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,kukhonnye-aksessuary,/catalog/kukhnya-i-stolovaya/kukhonnye-aksessuary/chekhol-na-butyl-19-l-pape-mashe-2/
MU0253,Светильник большой папье-маше,Интерьер,Свет,/catalog/интерьер/свет/MU0253/,https://muru.ru/catalog/interer/svet/svetilnik-bolshoy-pape-mashe/,svetilnik-bolshoy-pape-mashe,yes,Светильник большой папье-маше,svetilnik-bolshoy-pape-mashe,yes,yes,svetilnik-bolshoy-pape-mashe,,svetilnik-bolshoy-pape-mashe,muru.ru clean slug,interer,svet,/catalog/interer/svet/svetilnik-bolshoy-pape-mashe/
MU0254,Светильник малый папье-маше,Интерьер,Свет,/catalog/интерьер/свет/MU0254/,https://muru.ru/catalog/interer/svet/svetilnik-malyy-pape-mashe/,svetilnik-malyy-pape-mashe,yes,Светильник малый папье-маше,svetilnik-malyy-pape-mashe,yes,yes,svetilnik-malyy-pape-mashe,,svetilnik-malyy-pape-mashe,muru.ru clean slug,interer,svet,/catalog/interer/svet/svetilnik-malyy-pape-mashe/
MU0255,Ваза большая папье-маше,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0255/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-bolshaya-pape-mashe/,vaza-bolshaya-pape-mashe,yes,Ваза большая папье-маше,vaza-bolshaya-pape-mashe,yes,yes,vaza-bolshaya-pape-mashe,,vaza-bolshaya-pape-mashe,muru.ru clean slug,vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-bolshaya-pape-mashe/
MU0256,Ваза малая папье-маше,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0256/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-malaya-pape-mashe/,vaza-malaya-pape-mashe,yes,Ваза малая папье-маше,vaza-malaya-pape-mashe,yes,yes,vaza-malaya-pape-mashe,,vaza-malaya-pape-mashe,muru.ru clean slug,vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-malaya-pape-mashe/
MU0257,Ваза большая папье-маше,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0257/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-bolshaya-pape-mashe-140962511/,vaza-bolshaya-pape-mashe-140962511,no,Ваза большая папье-маше,vaza-bolshaya-pape-mashe,,,vaza-bolshaya-pape-mashe,2,vaza-bolshaya-pape-mashe-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-bolshaya-pape-mashe-2/
MU0258,Ваза малая папье-маше,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0258/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-malaya-pape-mashe-38834364/,vaza-malaya-pape-mashe-38834364,no,Ваза малая папье-маше,vaza-malaya-pape-mashe,,,vaza-malaya-pape-mashe,2,vaza-malaya-pape-mashe-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-malaya-pape-mashe-2/
MU0259,"Корпоративные подарки, S",Комплексные наборы,Корпоративные подарки,/catalog/комплексные-наборы/корпоративные-подарки/MU0259/,https://muru.ru/catalog/kompleksnye-nabory/korporativnye-podarki/korporativnye-podarki-s/,korporativnye-podarki-s,yes,"Корпоративные подарки, S",korporativnye-podarki-s,yes,yes,korporativnye-podarki-s,,korporativnye-podarki-s,muru.ru clean slug,kompleksnye-nabory,korporativnye-podarki,/catalog/kompleksnye-nabory/korporativnye-podarki/korporativnye-podarki-s/
MU0260,"Корпоративные подарки, M",Комплексные наборы,Корпоративные подарки,/catalog/комплексные-наборы/корпоративные-подарки/MU0260/,https://muru.ru/catalog/kompleksnye-nabory/korporativnye-podarki/korporativnye-podarki-m/,korporativnye-podarki-m,yes,"Корпоративные подарки, M",korporativnye-podarki-m,yes,yes,korporativnye-podarki-m,,korporativnye-podarki-m,muru.ru clean slug,kompleksnye-nabory,korporativnye-podarki,/catalog/kompleksnye-nabory/korporativnye-podarki/korporativnye-podarki-m/
MU0261,"Корпоративные подарки, L",Комплексные наборы,Корпоративные подарки,/catalog/комплексные-наборы/корпоративные-подарки/MU0261/,https://muru.ru/catalog/kompleksnye-nabory/korporativnye-podarki/korporativnye-podarki-l/,korporativnye-podarki-l,yes,"Корпоративные подарки, L",korporativnye-podarki-l,yes,yes,korporativnye-podarki-l,,korporativnye-podarki-l,muru.ru clean slug,kompleksnye-nabory,korporativnye-podarki,/catalog/kompleksnye-nabory/korporativnye-podarki/korporativnye-podarki-l/
MU0262,Подарочный сертификат 5000,Подарочные карты,,/catalog/подарочные-карты/подарочные-карты/MU0262/,,,,,podarochnyy-sertifikat-5000,,,podarochnyy-sertifikat-5000,,podarochnyy-sertifikat-5000,autotranslit (no muru.ru counterpart),podarochnye-karty,podarochnye-karty,/catalog/podarochnye-karty/podarochnye-karty/podarochnyy-sertifikat-5000/
MU0263,Подарочный сертификат 10000,Подарочные карты,,/catalog/подарочные-карты/подарочные-карты/MU0263/,,,,,podarochnyy-sertifikat-10000,,,podarochnyy-sertifikat-10000,,podarochnyy-sertifikat-10000,autotranslit (no muru.ru counterpart),podarochnye-karty,podarochnye-karty,/catalog/podarochnye-karty/podarochnye-karty/podarochnyy-sertifikat-10000/
MU0264,Подарочный сертификат 15000,Подарочные карты,,/catalog/подарочные-карты/подарочные-карты/MU0264/,,,,,podarochnyy-sertifikat-15000,,,podarochnyy-sertifikat-15000,,podarochnyy-sertifikat-15000,autotranslit (no muru.ru counterpart),podarochnye-karty,podarochnye-karty,/catalog/podarochnye-karty/podarochnye-karty/podarochnyy-sertifikat-15000/
MU0265,СПИЧКИ,Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0265/,https://muru.ru/catalog/naturalnyy-dekor/svechi/spichki/,spichki,yes,Стеклянный флакон с пробкой,spichki,yes,no,spichki,,spichki,muru.ru clean slug,naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/spichki/
MU0266,Подсвечник керамический,Без категории,,/catalog/без-категории/без-категории/MU0266/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy/,podsvechnik-keramicheskiy,yes,Подсвечник керамический,podsvechnik-keramicheskiy,yes,yes,podsvechnik-keramicheskiy,,podsvechnik-keramicheskiy,muru.ru clean slug,bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/podsvechnik-keramicheskiy/
MU0267,Подсвечник керамический,Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0267/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-1215925394/,podsvechnik-keramicheskiy-1215925394,no,Подсвечник керамический,podsvechnik-keramicheskiy,,,podsvechnik-keramicheskiy,2,podsvechnik-keramicheskiy-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-2/
MU0268,Подсвечник керамический малый,Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0268/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-malyy/,podsvechnik-keramicheskiy-malyy,yes,Подсвечник керамический малый,podsvechnik-keramicheskiy-malyy,yes,yes,podsvechnik-keramicheskiy-malyy,,podsvechnik-keramicheskiy-malyy,muru.ru clean slug,vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-malyy/
MU0269,Подсвечник керамический большой,Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0269/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-bolshoy/,podsvechnik-keramicheskiy-bolshoy,yes,Подсвечник керамический большой,podsvechnik-keramicheskiy-bolshoy,yes,yes,podsvechnik-keramicheskiy-bolshoy,,podsvechnik-keramicheskiy-bolshoy,muru.ru clean slug,vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-bolshoy/
MU0270,Полотенце банное вафельное с бахромой большое,Текстиль,Ванная комната,/catalog/текстиль/ванная-комната/MU0270/,,,,,polotentse-bannoe-vafelnoe-s-bakhromoy-bolshoe,,,polotentse-bannoe-vafelnoe-s-bakhromoy-bolshoe,,polotentse-bannoe-vafelnoe-s-bakhromoy-bolshoe,autotranslit (no muru.ru counterpart),tekstil,vannaya-komnata,/catalog/tekstil/vannaya-komnata/polotentse-bannoe-vafelnoe-s-bakhromoy-bolshoe/
MU0271,Полотенце банное вафельное с бахромой малое,Текстиль,Ванная комната,/catalog/текстиль/ванная-комната/MU0271/,,,,,polotentse-bannoe-vafelnoe-s-bakhromoy-maloe,,,polotentse-bannoe-vafelnoe-s-bakhromoy-maloe,,polotentse-bannoe-vafelnoe-s-bakhromoy-maloe,autotranslit (no muru.ru counterpart),tekstil,vannaya-komnata,/catalog/tekstil/vannaya-komnata/polotentse-bannoe-vafelnoe-s-bakhromoy-maloe/
MU0272,Коврик-полотенце для ванны,Текстиль,Ванная комната,/catalog/текстиль/ванная-комната/MU0272/,,,,,kovrik-polotentse-dlya-vanny,,,kovrik-polotentse-dlya-vanny,,kovrik-polotentse-dlya-vanny,autotranslit (no muru.ru counterpart),tekstil,vannaya-komnata,/catalog/tekstil/vannaya-komnata/kovrik-polotentse-dlya-vanny/
MU0285,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0285/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,2,nabor-stolovykh-svechey-6-sht-2,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-2/
MU0286,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0286/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,3,nabor-stolovykh-svechey-6-sht-3,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-3/
MU0287,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0287/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,4,nabor-stolovykh-svechey-6-sht-4,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-4/
MU0288,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0288/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,5,nabor-stolovykh-svechey-6-sht-5,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-5/
MU0289,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0289/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,6,nabor-stolovykh-svechey-6-sht-6,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-6/
MU0290,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0290/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,7,nabor-stolovykh-svechey-6-sht-7,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-7/
MU0291,"Набор столовых свечей, 6 шт",Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0291/,,,,,nabor-stolovykh-svechey-6-sht,,,nabor-stolovykh-svechey-6-sht,8,nabor-stolovykh-svechey-6-sht-8,autotranslit (no muru.ru counterpart),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/nabor-stolovykh-svechey-6-sht-8/
MU0292,"Чайная пара ""Клетка""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0292/,,,,,chaynaya-para-kletka,,,chaynaya-para-kletka,,chaynaya-para-kletka,autotranslit (no muru.ru counterpart),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/chaynaya-para-kletka/
MU0293,Ваза керамическая большая,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0293/,,,,,vaza-keramicheskaya-bolshaya,,,vaza-keramicheskaya-bolshaya,,vaza-keramicheskaya-bolshaya,autotranslit (no muru.ru counterpart),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-bolshaya/
MU0294,Ваза керамическая малая,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0294/,,,,,vaza-keramicheskaya-malaya,,,vaza-keramicheskaya-malaya,,vaza-keramicheskaya-malaya,autotranslit (no muru.ru counterpart),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-malaya/
MU0295,Фловестоун,Вазы и аксессуары,Держатели и кензаны для цветов,/catalog/вазы-и-аксессуары/держатели-и-кензаны-для-цветов/MU0295/,,,,,flovestoun,,,flovestoun,,flovestoun,autotranslit (no muru.ru counterpart),vazy-i-aksessuary,derzhateli-i-kenzany-dlya-tsvetov,/catalog/vazy-i-aksessuary/derzhateli-i-kenzany-dlya-tsvetov/flovestoun/
