sku,crm_name,crm_category,crm_subcategory,current_url,muru_url,muru_slug,muru_slug_clean,bitrix_title,translit_name_slug,clean_matches_name,clean_matches_bitrix_title,base_slug,collision_index,final_slug,source,top_final_slug,leaf_final_slug,final_url
MU0043,"Керамическое блюдо ""Форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0043/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi/,keramicheskaya-tarelka-mudzhi,yes,"Керамическое блюдо ""Форма""",keramicheskoe-blyudo-forma,no,no,keramicheskoe-blyudo-forma,2,keramicheskoe-blyudo-forma-2,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma-2/
MU0044,"Керамическое блюдо ""Форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0044/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi-338124405/,keramicheskaya-tarelka-mudzhi-338124405,no,"Керамическое блюдо ""Форма""",keramicheskoe-blyudo-forma,,,keramicheskoe-blyudo-forma,3,keramicheskoe-blyudo-forma-3,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma-3/
MU0045,"Льняная салфетка для сервировки ""Тихий дом""",Кухня и столовая,Сервировка,/catalog/кухня-и-столовая/сервировка/MU0045/,https://muru.ru/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-80520441/,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-80520441,no,"Льняная салфетка для сервировки ""Тихий дом""",lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,,,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,servirovka,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom/
MU0046,"Льняная салфетка для сервировки ""Тихий дом""",Кухня и столовая,Сервировка,/catalog/кухня-и-столовая/сервировка/MU0046/,https://muru.ru/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-1454312601/,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-1454312601,no,"Льняная салфетка для сервировки ""Тихий дом""",lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,,,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,2,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-2,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,servirovka,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-2/
MU0047,"Льняная салфетка для сервировки ""Тихий дом""",Кухня и столовая,Сервировка,/catalog/кухня-и-столовая/сервировка/MU0047/,https://muru.ru/catalog/kukhnya-i-stolovaya/servirovka/keramicheskaya-chashka-mudzhi/,keramicheskaya-chashka-mudzhi,yes,"Льняная салфетка для сервировки ""Тихий дом""",lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,no,no,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,3,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-3,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,servirovka,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-3/
MU0048,Льняная салфетка для сервировки,Кухня и столовая,Сервировка,/catalog/кухня-и-столовая/сервировка/MU0048/,https://muru.ru/catalog/kukhnya-i-stolovaya/servirovka/keramicheskiy-salatnik-mudzhi/,keramicheskiy-salatnik-mudzhi,yes,"Льняная салфетка для сервировки ""Тихий дом""",lnyanaya-salfetka-dlya-servirovki,no,no,lnyanaya-salfetka-dlya-servirovki,,lnyanaya-salfetka-dlya-servirovki,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,servirovka,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki/
MU0049,"Льняная салфетка для сервировки ""Тихий дом""",Кухня и столовая,Сервировка,/catalog/кухня-и-столовая/сервировка/MU0049/,https://muru.ru/catalog/kukhnya-i-stolovaya/servirovka/keramicheskiy-salatnik-mudzhi-659747532/,keramicheskiy-salatnik-mudzhi-659747532,no,"Льняная салфетка для сервировки ""Тихий дом""",lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,,,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,4,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-4,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,servirovka,/catalog/kukhnya-i-stolovaya/servirovka/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-4/
MU0050,"Льняная скатерть ""Тихий дом""",Кухня и столовая,Текстиль для кухни и столовой,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0050/,https://muru.ru/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskiy-salatnik-volna/,keramicheskiy-salatnik-volna,yes,"Льняная скатерть ""Тихий дом""",lnyanaya-skatert-tikhiy-dom,no,no,lnyanaya-skatert-tikhiy-dom,,lnyanaya-skatert-tikhiy-dom,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,tekstil-dlya-kukhni-i-stolovoy,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom/
MU0051,"Льняная скатерть ""Тихий дом""",Кухня и столовая,Текстиль для кухни и столовой,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0051/,https://muru.ru/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskaya-chashka-volna/,keramicheskaya-chashka-volna,yes,"Льняная скатерть ""Тихий дом""",lnyanaya-skatert-tikhiy-dom,no,no,lnyanaya-skatert-tikhiy-dom,2,lnyanaya-skatert-tikhiy-dom-2,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,tekstil-dlya-kukhni-i-stolovoy,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-2/
MU0052,"Льняная скатерть ""Тихий дом""",Кухня и столовая,Текстиль для кухни и столовой,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0052/,https://muru.ru/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskiy-salatnik-volna-158348177/,keramicheskiy-salatnik-volna-158348177,no,"Льняная скатерть ""Тихий дом""",lnyanaya-skatert-tikhiy-dom,,,lnyanaya-skatert-tikhiy-dom,3,lnyanaya-skatert-tikhiy-dom-3,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,tekstil-dlya-kukhni-i-stolovoy,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-3/
MU0053,"Льняная скатерть ""Тихий дом""",Кухня и столовая,Текстиль для кухни и столовой,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0053/,https://muru.ru/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskoe-blyudtse-volna/,keramicheskoe-blyudtse-volna,yes,"Льняная скатерть ""Тихий дом""",lnyanaya-skatert-tikhiy-dom,no,no,lnyanaya-skatert-tikhiy-dom,4,lnyanaya-skatert-tikhiy-dom-4,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,tekstil-dlya-kukhni-i-stolovoy,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-4/
MU0054,"Льняная скатерть ""Тихий дом""",Кухня и столовая,Текстиль для кухни и столовой,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0054/,https://muru.ru/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskoe-servirovochnoe-blyudo-liniya/,keramicheskoe-servirovochnoe-blyudo-liniya,yes,"Льняная скатерть ""Тихий дом""",lnyanaya-skatert-tikhiy-dom,no,no,lnyanaya-skatert-tikhiy-dom,5,lnyanaya-skatert-tikhiy-dom-5,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,tekstil-dlya-kukhni-i-stolovoy,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-5/
MU0055,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",Текстиль,Спальня,/catalog/текстиль/спальня/MU0055/,https://muru.ru/catalog/tekstil/spalnya/keramicheskoe-glubokoe-blyudo-liniya/,keramicheskoe-glubokoe-blyudo-liniya,yes,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,no,no,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,autotranslit (muru.ru slug describes another product),tekstil,spalnya,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok/
MU0056,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",Текстиль,Спальня,/catalog/текстиль/спальня/MU0056/,https://muru.ru/catalog/tekstil/spalnya/keramicheskiy-salatnik-liniya/,keramicheskiy-salatnik-liniya,yes,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,no,no,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,2,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-2,autotranslit (muru.ru slug describes another product),tekstil,spalnya,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-2/
MU0057,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",Текстиль,Спальня,/catalog/текстиль/спальня/MU0057/,https://muru.ru/catalog/tekstil/spalnya/dekorativnye-podstavki-dlya-knig-s-imitatsiey-knig/,dekorativnye-podstavki-dlya-knig-s-imitatsiey-knig,yes,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,no,no,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,3,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-3,autotranslit (muru.ru slug describes another product),tekstil,spalnya,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-3/
MU0058,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",Текстиль,Спальня,/catalog/текстиль/спальня/MU0058/,https://muru.ru/catalog/tekstil/spalnya/dekorativnye-podstavki-dlya-knig/,dekorativnye-podstavki-dlya-knig,yes,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,no,no,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,4,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-4,autotranslit (muru.ru slug describes another product),tekstil,spalnya,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-4/
MU0059,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",Текстиль,Спальня,/catalog/текстиль/спальня/MU0059/,https://muru.ru/catalog/tekstil/spalnya/nastolnaya-lampa-s-tkanevym-abazhurom/,nastolnaya-lampa-s-tkanevym-abazhurom,yes,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,no,no,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,5,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-5,autotranslit (muru.ru slug describes another product),tekstil,spalnya,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-5/
MU0060,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",Текстиль,Спальня,/catalog/текстиль/спальня/MU0060/,https://muru.ru/catalog/tekstil/spalnya/nastolnaya-lampa-s-keramicheskim-osnovaniem/,nastolnaya-lampa-s-keramicheskim-osnovaniem,yes,"Постельное бельё ""Тишина""- натуральный неокрашенный хлопок",postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,no,no,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok,6,postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-6,autotranslit (muru.ru slug describes another product),tekstil,spalnya,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-6/
MU0061,"Ваза стеклянная ""Blown""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0061/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-glina/,keramicheskaya-vaza-glina,yes,"Ваза стеклянная ""Blown""",vaza-steklyannaya-blown,no,no,vaza-steklyannaya-blown,,vaza-steklyannaya-blown,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-blown/
MU0062,"Ваза стеклянная ""Баттер""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0062/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskoe-servirovochnoe-blyudo-glina/,keramicheskoe-servirovochnoe-blyudo-glina,yes,"Ваза стеклянная ""Баттер""",vaza-steklyannaya-batter,no,no,vaza-steklyannaya-batter,,vaza-steklyannaya-batter,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-batter/
MU0063,"Ваза стеклянная ""Грэй""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0063/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-644222884/,vaza-steklyannaya-grey-644222884,no,"Ваза стеклянная ""Грэй""",vaza-steklyannaya-grey,,,vaza-steklyannaya-grey,,vaza-steklyannaya-grey,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey/
MU0064,"Ваза стеклянная ""Грэй""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0064/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-833320905/,vaza-steklyannaya-grey-833320905,no,"Ваза стеклянная ""Грэй""",vaza-steklyannaya-grey,,,vaza-steklyannaya-grey,2,vaza-steklyannaya-grey-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-2/
MU0065,"Ваза стеклянная ""Всплеск""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0065/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vsplesk-103139271/,vaza-steklyannaya-vsplesk-103139271,no,"Ваза стеклянная ""Всплеск""",vaza-steklyannaya-vsplesk,,,vaza-steklyannaya-vsplesk,,vaza-steklyannaya-vsplesk,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vsplesk/
MU0066,"Ваза стеклянная ""Тюльпан""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0066/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-424813474/,vaza-steklyannaya-tyulpan-424813474,no,"Ваза стеклянная ""Тюльпан""",vaza-steklyannaya-tyulpan,,,vaza-steklyannaya-tyulpan,,vaza-steklyannaya-tyulpan,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan/
MU0067,"Ваза стеклянная ""Тюльпан""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0067/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-1140600954/,vaza-steklyannaya-tyulpan-1140600954,no,"Ваза стеклянная ""Тюльпан""",vaza-steklyannaya-tyulpan,,,vaza-steklyannaya-tyulpan,2,vaza-steklyannaya-tyulpan-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-2/
MU0068,"Ваза стеклянная ""Ваби Саби""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0068/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/derzhatel-dlya-salfetok/,derzhatel-dlya-salfetok,yes,"Ваза стеклянная ""Ваби Саби""",vaza-steklyannaya-vabi-sabi,no,no,vaza-steklyannaya-vabi-sabi,,vaza-steklyannaya-vabi-sabi,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vabi-sabi/
MU0069,"Керамическое кашпо ""Винтаж""",Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0069/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/derzhatel-dlya-salfetok-1469644078/,derzhatel-dlya-salfetok-1469644078,no,"Керамическое кашпо ""Винтаж""",keramicheskoe-kashpo-vintazh,,,keramicheskoe-kashpo-vintazh,,keramicheskoe-kashpo-vintazh,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/keramicheskoe-kashpo-vintazh/
MU0070,"Керамическое кашпо ""Винтаж""",Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0070/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom/,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom,yes,"Керамическое кашпо ""Винтаж""",keramicheskoe-kashpo-vintazh,no,no,keramicheskoe-kashpo-vintazh,2,keramicheskoe-kashpo-vintazh-2,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/keramicheskoe-kashpo-vintazh-2/
MU0071,"Керамическое кашпо ""Винтаж""",Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0071/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-872783490/,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-872783490,no,"Керамическое кашпо ""Винтаж""",keramicheskoe-kashpo-vintazh,,,keramicheskoe-kashpo-vintazh,3,keramicheskoe-kashpo-vintazh-3,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/keramicheskoe-kashpo-vintazh-3/
MU0072,"Керамическое кашпо ""Винтаж""",Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0072/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-1082431572/,lnyanaya-salfetka-dlya-servirovki-tikhiy-dom-1082431572,no,"Керамическое кашпо ""Винтаж""",keramicheskoe-kashpo-vintazh,,,keramicheskoe-kashpo-vintazh,4,keramicheskoe-kashpo-vintazh-4,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/keramicheskoe-kashpo-vintazh-4/
MU0073,"Подсвечник металлический ""Кувшинка""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0073/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-metallicheskiy-kuvshinka-536130928/,podsvechnik-metallicheskiy-kuvshinka-536130928,no,"Подсвечник металлический ""Кувшинка""",podsvechnik-metallicheskiy-kuvshinka,,,podsvechnik-metallicheskiy-kuvshinka,,podsvechnik-metallicheskiy-kuvshinka,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-metallicheskiy-kuvshinka/
MU0074,"Подсвечник металлический ""Кувшинка""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0074/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-metallicheskiy-kuvshinka-1065785778/,podsvechnik-metallicheskiy-kuvshinka-1065785778,no,"Подсвечник металлический ""Кувшинка""",podsvechnik-metallicheskiy-kuvshinka,,,podsvechnik-metallicheskiy-kuvshinka,2,podsvechnik-metallicheskiy-kuvshinka-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-metallicheskiy-kuvshinka-2/
MU0075,"Подсвечник керамический ""Кувшинка""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0075/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/lnyanaya-skatert-tikhiy-dom/,lnyanaya-skatert-tikhiy-dom,yes,"Подсвечник керамический ""Кувшинка""",podsvechnik-keramicheskiy-kuvshinka,no,no,podsvechnik-keramicheskiy-kuvshinka,,podsvechnik-keramicheskiy-kuvshinka,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/podsvechnik-keramicheskiy-kuvshinka/
MU0076,"Ваза стеклянная ""Ритм""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0076/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/lnyanaya-skatert-tikhiy-dom-76750412/,lnyanaya-skatert-tikhiy-dom-76750412,no,"Ваза стеклянная ""Ритм""",vaza-steklyannaya-ritm,,,vaza-steklyannaya-ritm,,vaza-steklyannaya-ritm,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-ritm/
MU0077,"Ваза стеклянная ""Всплеск""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0077/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/lnyanaya-skatert-tikhiy-dom-1139312163/,lnyanaya-skatert-tikhiy-dom-1139312163,no,"Ваза стеклянная ""Всплеск""",vaza-steklyannaya-vsplesk,,,vaza-steklyannaya-vsplesk,2,vaza-steklyannaya-vsplesk-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vsplesk-2/
MU0078,"Ваза стеклянная ""Wabi Sabi""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0078/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/lnyanaya-skatert-tikhiy-dom-884540452/,lnyanaya-skatert-tikhiy-dom-884540452,no,"Ваза стеклянная ""Wabi Sabi""",vaza-steklyannaya-wabi-sabi,,,vaza-steklyannaya-wabi-sabi,,vaza-steklyannaya-wabi-sabi,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-wabi-sabi/
MU0079,"Ваза стеклянная ""Wabi Sabi""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0079/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/lnyanaya-skatert-tikhiy-dom-1943166319/,lnyanaya-skatert-tikhiy-dom-1943166319,no,"Ваза стеклянная ""Wabi Sabi""",vaza-steklyannaya-wabi-sabi,,,vaza-steklyannaya-wabi-sabi,2,vaza-steklyannaya-wabi-sabi-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-wabi-sabi-2/
MU0080,"Ваза керамическая ""Песок""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0080/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/postelnoe-belye-shiro-myagkiy-khlopok/,postelnoe-belye-shiro-myagkiy-khlopok,yes,"Ваза керамическая ""Песок""",vaza-keramicheskaya-pesok,no,no,vaza-keramicheskaya-pesok,,vaza-keramicheskaya-pesok,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-pesok/
MU0081,"Ваза керамическая ""Песок""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0081/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok/,postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok,yes,"Ваза керамическая ""Песок""",vaza-keramicheskaya-pesok,no,no,vaza-keramicheskaya-pesok,2,vaza-keramicheskaya-pesok-2,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-pesok-2/
MU0082,"Ваза керамическая ""Песок""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0082/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1776956308/,postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1776956308,no,"Ваза керамическая ""Песок""",vaza-keramicheskaya-pesok,,,vaza-keramicheskaya-pesok,3,vaza-keramicheskaya-pesok-3,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-pesok-3/
