"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-763544108/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,519","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-763544108/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1982679724/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,527","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1982679724/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-1330595094/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,524","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-1330595094/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-zhivaya-forma/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,551","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-zhivaya-forma/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1418829749/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,588","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1418829749/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/servirovochnoe-blyudo-na-nozhke/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,522","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/servirovochnoe-blyudo-na-nozhke/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,505","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-91552538/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,470","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-91552538/","2026-06-16 10:35:18"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/korzina-dlya-khraneniya-s-pletyenoy-vstavkoy/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,684","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/korzina-dlya-khraneniya-s-pletyenoy-vstavkoy/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1827873292/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,682","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1827873292/","2026-06-16 10:35:17"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-2085762297/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,522","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-2085762297/","2026-06-16 10:35:18"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-1448342283/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,476","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-1448342283/","2026-06-16 10:35:18"
"https://muru.ru/upload/iblock/560/8pl78scip81z62g1atwdkg60bydhpu09.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","325968","325968","325968","48,308","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,505","Fri, 05 Jun 2026 07:54:49 GMT","","","","","1.1","","","","","","https://muru.ru/upload/iblock/560/8pl78scip81z62g1atwdkg60bydhpu09.png","2026-06-16 10:35:18"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/?PAGEN_1=2","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","3","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,502","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/?PAGEN_1=2","2026-06-16 10:35:18"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-837140377/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,510","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-837140377/","2026-06-16 10:35:18"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-437262777/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,515","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-437262777/","2026-06-16 10:35:18"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,516","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya/","2026-06-16 10:35:19"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/podnos-s-rotangovym-osnovaniem/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,541","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/podnos-s-rotangovym-osnovaniem/","2026-06-16 10:35:19"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-derzhatel-dlya-salfetok/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,510","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-derzhatel-dlya-salfetok/","2026-06-16 10:35:19"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-185688339/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,519","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-185688339/","2026-06-16 10:35:19"
"https://muru.ru/bitrix/cache/css/s1/aspro-premier/page_2e0817fdde7b4b370c48796da2653609/page_2e0817fdde7b4b370c48796da2653609_v1.css?17813848288311","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,465","Sat, 13 Jun 2026 21:07:08 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/cache/css/s1/aspro-premier/page_2e0817fdde7b4b370c48796da2653609/page_2e0817fdde7b4b370c48796da2653609_v1.css?17813848288311","2026-06-16 10:35:19"
"https://muru.ru/landings/zona-komforta/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","1","1","0","6,250","0","0","0","0","0","0","","","","","","0,505","","","","","","1.1","","","","","","https://muru.ru/landings/zona-komforta/","2026-06-16 10:35:19"
"https://muru.ru/landings/leto-v-dome/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","1","1","0","6,250","0","0","0","0","0","0","","","","","","0,511","","","","","","1.1","","","","","","https://muru.ru/landings/leto-v-dome/","2026-06-16 10:35:19"
"https://muru.ru/landings/tyeplyy-pesok/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","2","","1","1","0","6,250","0","0","0","0","0","0","","","","","","0,513","","","","","","1.1","","","","","","https://muru.ru/landings/tyeplyy-pesok/","2026-06-16 10:35:19"
"https://muru.ru/bitrix/cache/css/s1/aspro-premier/page_3e8a9e57390a9056d51a11ad15edb386/page_3e8a9e57390a9056d51a11ad15edb386_v1.css?17814671622775","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,471","Sun, 14 Jun 2026 19:59:22 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/cache/css/s1/aspro-premier/page_3e8a9e57390a9056d51a11ad15edb386/page_3e8a9e57390a9056d51a11ad15edb386_v1.css?17814671622775","2026-06-16 10:35:20"
"https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-1059066947/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","1,539","","","","","","1.1","","","","","","https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-1059066947/","2026-06-16 10:35:19"
"https://muru.ru/company/vacancy/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","180","180","180","0,027","","0","","","","","0,000","2","2","","1","1","0","6,250","0","0","0","0","0","0","","","","","","0,547","","","","","","1.1","","","","","","https://muru.ru/company/vacancy/","2026-06-16 10:35:20"
"https://muru.ru/company/partners/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","180","180","180","0,027","","0","","","","","0,000","2","2","","1","1","0","6,250","0","0","0","0","0","0","","","","","","0,519","","","","","","1.1","","","","","","https://muru.ru/company/partners/","2026-06-16 10:35:20"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-chloe-1556590875/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,518","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-chloe-1556590875/","2026-06-16 10:35:20"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1017225801/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,457","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1017225801/","2026-06-16 10:35:20"
"https://muru.ru/bitrix/cache/css/s1/aspro-premier/page_8283e7df11df1bb20f6252fbb3241867/page_8283e7df11df1bb20f6252fbb3241867_v1.css?178155589121240","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,495","Mon, 15 Jun 2026 20:38:11 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/cache/css/s1/aspro-premier/page_8283e7df11df1bb20f6252fbb3241867/page_8283e7df11df1bb20f6252fbb3241867_v1.css?178155589121240","2026-06-16 10:35:20"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-blown/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,503","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-blown/","2026-06-16 10:35:20"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-tyulpan-1891142089/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,547","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-tyulpan-1891142089/","2026-06-16 10:35:20"
"https://muru.ru/bitrix/templates/aspro-premier/js/jquery.history.js?178064609321571","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,521","Fri, 05 Jun 2026 07:54:53 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/templates/aspro-premier/js/jquery.history.js?178064609321571","2026-06-16 10:35:20"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1902111660/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,494","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1902111660/","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1254545675/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,468","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1254545675/","2026-06-16 10:35:21"
"https://muru.ru/bitrix/cache/css/s1/aspro-premier/default_c39975b02816049b2db5d3a87ffd169e/default_c39975b02816049b2db5d3a87ffd169e_v1.css?178155587120718","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,483","Mon, 15 Jun 2026 20:37:51 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/cache/css/s1/aspro-premier/default_c39975b02816049b2db5d3a87ffd169e/default_c39975b02816049b2db5d3a87ffd169e_v1.css?178155587120718","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-grey/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,567","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-grey/","2026-06-16 10:35:21"
"https://muru.ru/upload/iblock/84c/cpc809gtv7zav45uhfeck582fkjnxfdk.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3519604","3519604","3519604","521,605","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,518","Fri, 05 Jun 2026 07:54:50 GMT","","","","","1.1","","","","","","https://muru.ru/upload/iblock/84c/cpc809gtv7zav45uhfeck582fkjnxfdk.png","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1826246095/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,472","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1826246095/","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1221413552/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,517","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1221413552/","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-tyulpan/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,458","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-tyulpan/","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka-87241257/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,474","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka-87241257/","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,588","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh/","2026-06-16 10:35:21"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-chloe/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,723","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-chloe/","2026-06-16 10:35:22"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,907","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka/","2026-06-16 10:35:22"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-vabi-sabi/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,452","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-vabi-sabi/","2026-06-16 10:35:22"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka-416675270/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,883","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka-416675270/","2026-06-16 10:35:22"
"https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1093105858/","text/html; charset=UTF-8","503","Service Unavailable","Non-Indexable","Server Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","4","","2","1","0","6,250","0","0","0","0","0","0","","","","","","0,935","","","","","","1.1","","","","","","https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1093105858/","2026-06-16 10:35:22"
"https://muru.ru/bitrix/templates/aspro-premier/js/smart-filter.min.js?1780646093592","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","592","592","592","0,088","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,411","Fri, 05 Jun 2026 07:54:53 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/templates/aspro-premier/js/smart-filter.min.js?1780646093592","2026-06-16 10:35:22"
"https://muru.ru/bitrix/js/ui/fonts/opensans/ui.font.opensans.min.css?17806461522320","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,408","Fri, 05 Jun 2026 07:55:52 GMT","","","","","1.1","","","","","","https://muru.ru/bitrix/js/ui/fonts/opensans/ui.font.opensans.min.css?17806461522320","2026-06-16 10:35:22"
